"X","Y","type","REACTOME","loadings.x","weight.x","importance.x","loadings.y","weight.y","importance.y","FoldChanges"
"ENSG00000187642","PErM1","mRNA","ENSG00000187642",0.0126840112936624,0.012114431358673,1.62155216921931,-0.00804338756469614,0.012114431358673,0.927852819509121,0.286974717854413
"ENSG00000272512","ENSG00000272512","mRNA","ENSG00000272512",0.00993928868613384,0.0103583889402555,1.27066073628854,-0.00556156270060092,0.0103583889402555,0.641559491087916,0.230193094597997
"ENSG00000188290","HES4","mRNA","ENSG00000188290",0.00222421494336382,0.00269418342405129,0.284348577332448,-0.00941267680955715,0.00269418342405129,1.08580851620391,0.0415457097697161
"ENSG00000187608","ISG15","mRNA","ENSG00000187608",-0.00248313010690182,-0.00276483789000107,0.317448866772318,-0.00715791191339679,-0.00276483789000107,0.825707911899435,-0.0439922769504335
"ENSG00000188157","AGrN","mRNA","ENSG00000188157",0.00331718432819799,0.0034390797188003,0.424076210479044,-0.0122741271934484,0.0034390797188003,1.41589391681699,0.0467563457637326
"ENSG00000217801","ENSG00000217801","mRNA","ENSG00000217801",0.000764309435531467,0.000812253311583463,0.0977110154230223,-0.0071342038744129,0.000812253311583463,0.822973047933314,0.00510757948796403
"ENSG00000273443","ENSG00000273443","mRNA","ENSG00000273443",0.0149146079185853,0.0148018057361124,1.90671659489309,0.00858348976840897,0.0148018057361124,0.990156836132367,0.299791646810119
"ENSG00000131591","C1orf159","mRNA","ENSG00000131591",0.010112334350118,0.010250634588215,1.29278327822823,-0.0106635604063543,0.010250634588215,1.23010541385188,0.173334869408739
"ENSG00000078808","SDF4","mRNA","ENSG00000078808",-0.00167491959745859,-0.00182158520063478,0.214125440576039,-0.00302130405355031,-0.00182158520063478,0.348525476626948,-0.017751054148567
"ENSG00000176022","B3GALT6","mRNA","ENSG00000176022",0.00292899683685448,0.00300846050221313,0.374449459597295,-0.0113133953960648,0.00300846050221313,1.30506776305722,0.036929742543844
"ENSG00000160087","UBE2J2","mRNA","ENSG00000160087",0.0011435666584138,0.0012264823055402,0.146196100954617,-0.0130440094780757,0.0012264823055402,1.50470443884342,0.011539552633133
"ENSG00000230415","LINC01786","mRNA","ENSG00000230415",-0.0038468406206746,-0.00387625721056476,0.491788647035706,0.010274655425108,-0.00387625721056476,1.18524290033155,-0.0535049154530594
"ENSG00000162572","SCNN1D","mRNA","ENSG00000162572",0.0108098524797576,0.0110650759657984,1.38195554479284,0.00110320047314769,0.0110650759657984,0.127260766842403,0.168736243893107
"ENSG00000131584","ACAP3","mRNA","ENSG00000131584",-0.000751025757697279,-0.000403204298597959,0.0960128005516748,-0.005707091854551,-0.000403204298597959,0.65834714861744,-0.00824414551763297
"ENSG00000169972","PUSL1","mRNA","ENSG00000169972",-0.00524350061895999,-0.00503297940135284,0.67034076256505,-0.0128863298130734,-0.00503297940135284,1.48651514725765,-0.0965847080177671
"ENSG00000127054","INTS11","mRNA","ENSG00000127054",-0.00652374994556658,-0.00666953230539362,0.834010679331661,-0.00635754259461482,-0.00666953230539362,0.733380528305494,-0.0829752709478342
"ENSG00000240731","ENSG00000240731","mRNA","ENSG00000240731",0.0116123968598827,0.0118935083720901,1.48455460043518,0.00745000481387228,0.0118935083720901,0.859402573394343,0.22664640308264
"ENSG00000224051","CPTP","mRNA","ENSG00000224051",0.00483144925216936,0.00482342539633137,0.617663200855295,-0.0143139203025392,0.00482342539633137,1.65119624090147,0.0774883500598662
"ENSG00000169962","TAS1r3","mRNA","ENSG00000169962",0.00289014948972069,0.0034089181316238,0.36948312847737,-0.00491712049863861,0.0034089181316238,0.567219232174383,0.0498462142589666
"ENSG00000107404","DVL1","mRNA","ENSG00000107404",-0.00273964926427964,-0.00267228272047802,0.35024284546423,-0.0117427912080792,-0.00267228272047802,1.35460113586293,-0.0477278921610669
"ENSG00000162576","MXrA8","mRNA","ENSG00000162576",0.00299326656973318,0.00278627915155346,0.382665844962442,-0.00907468001151361,0.00278627915155346,1.04681856582203,0.0319801791923666
"ENSG00000175756","AUrKAIP1","mRNA","ENSG00000175756",-0.00263822019700219,-0.00267980109589522,0.337275928275514,-0.0141231618406059,-0.00267980109589522,1.62919111242463,-0.057629109743667
"ENSG00000221978","CCNL2","mRNA","ENSG00000221978",0.0127099665771566,0.0128590753918667,1.62487035029612,-0.000317841551231924,0.0128590753918667,0.0366649222228339,0.193203211927534
"ENSG00000224870","MrPL20-AS1","mRNA","ENSG00000224870",-0.00241597101356024,-0.00258289168173763,0.308863099149638,0.00357895253878312,-0.00258289168173763,0.412853561672767,-0.0261341904144672
"ENSG00000242485","MrPL20","mRNA","ENSG00000242485",-0.00185395800616557,-0.00209359173877243,0.237014108308259,-0.00442015671846629,-0.00209359173877243,0.509891490483719,-0.0240359790736324
"ENSG00000272455","ENSG00000272455","mRNA","ENSG00000272455",0.00893335947156204,0.00903243491958839,1.14206051178504,0.00654678238730165,0.00903243491958839,0.755210469209806,0.131220005723043
"ENSG00000235098","ANKrD65","mRNA","ENSG00000235098",0.00838531262178853,0.00800426220662945,1.07199698554645,0.00341228143572952,0.00800426220662945,0.393627053978702,0.118528458968157
"ENSG00000179403","VWA1","mRNA","ENSG00000179403",0.01082268854328,0.010634332059555,1.38359653565662,0.000197928794306073,0.010634332059555,0.022832269162933,0.20429618223581
"ENSG00000215915","ATAD3C","mRNA","ENSG00000215915",-0.0125443162831078,-0.0127822439813565,1.60369324887073,-0.0049661705775691,-0.0127822439813565,0.572877451881781,-0.21894668096904
"ENSG00000160072","ATAD3B","mRNA","ENSG00000160072",0.00451562300002584,0.00477580408131026,0.577287271474374,-0.00737812669545917,0.00477580408131026,0.851111002921805,0.0614038249875328
"ENSG00000197785","ATAD3A","mRNA","ENSG00000197785",-0.0114703889701513,-0.0113472524308676,1.46639999647679,-0.0123611134452866,-0.0113472524308676,1.42592830076,-0.235595034130267
"ENSG00000205090","TMEM240","mRNA","ENSG00000205090",0.00496815748773372,0.00479067255913338,0.635140285256843,-0.0131543576485801,0.00479067255913338,1.51743375970564,0.103075241623103
"ENSG00000160075","SSU72","mRNA","ENSG00000160075",-0.00668274410855646,-0.00672235535544253,0.854336846182228,-0.0107751202253964,-0.00672235535544253,1.24297450561324,-0.108789762123534
"ENSG00000228594","FNDC10","mRNA","ENSG00000228594",-0.0091145352369189,-0.00896637598292161,1.16522242393748,-0.0127330505766487,-0.00896637598292161,1.46883347140342,-0.194359342043469
"ENSG00000272106","ENSG00000272106","mRNA","ENSG00000272106",0.00154249861511282,0.00168261565111022,0.197196448146,-0.00344982978253889,0.00168261565111022,0.397958480156385,0.0258401184584098
"ENSG00000197530","MIB2","mRNA","ENSG00000197530",0.00078240866035865,0.00081509035970505,0.100024860515101,-0.0074873213302073,0.00081509035970505,0.863707256541488,0.00679579598168978
"ENSG00000248333","CDK11B","mRNA","ENSG00000248333",0.00644564945013161,0.00659442716585795,0.824026138569469,-0.00327430776896225,0.00659442716585795,0.377710967044147,0.0657107773300663
"ENSG00000189339","SLC35E2B","mRNA","ENSG00000189339",-0.00233884730861144,-0.00233469118962425,0.299003433452207,-0.00897759570110349,-0.00233469118962425,1.03561931048097,-0.0345975330404684
"ENSG00000269737","ENSG00000269737","mRNA","ENSG00000269737",0.0154934283477258,0.0161154136155218,1.98071428385213,-0.0115147892956642,0.0161154136155218,1.32829975282176,0.43069158678796
"ENSG00000008128","CDK11A","mRNA","ENSG00000008128",-0.00211562891265252,-0.0021664412599505,0.270466698045979,-0.0149391218208743,-0.0021664412599505,1.72331697198432,-0.0556364469832964
"ENSG00000268575","ENSG00000268575","mRNA","ENSG00000268575",-0.00329531267902331,-0.00296809816574166,0.421280090281538,0.00746440465009921,-0.00296809816574166,0.86106368055052,-0.0687108118889865
"ENSG00000227775","ENSG00000227775","mRNA","ENSG00000227775",0.00324240461510437,0.00355445946352259,0.414516205905321,-0.00791760876859841,0.00355445946352259,0.913343483777747,0.0685587683133067
"ENSG00000215790","SLC35E2A","mRNA","ENSG00000215790",0.0082949013277844,0.00807246025134766,1.06043860495848,-0.0039473662895523,0.00807246025134766,0.455352289310545,0.183444789058013
"ENSG00000008130","NADK","mRNA","ENSG00000008130",-0.00572083923685183,-0.00561404240873283,0.731364791428964,-0.00847805699070538,-0.00561404240873283,0.977994535202056,-0.0731310061418
"ENSG00000078369","GNB1","mRNA","ENSG00000078369",-0.00322622434480532,-0.00338769261767743,0.412447684221248,-0.00391394702941122,-0.00338769261767743,0.451497177953745,-0.0297545719094341
"ENSG00000178821","TMEM52","mRNA","ENSG00000178821",0.00963633336554061,0.010231932337593,1.23193025537751,0.00753781027240831,0.010231932337593,0.869531457725186,0.243971360641653
"ENSG00000067606","PrKCZ","mRNA","ENSG00000067606",-0.00483288539442587,-0.00494254394110082,0.617846800470388,0.00916604122784987,-0.00494254394110082,1.05735762806285,-0.05816670858382
"ENSG00000182873","PrKCZ-AS1","mRNA","ENSG00000182873",0.00553319931111903,0.0054020402631638,0.707376486660093,-0.00336035472268697,0.0054020402631638,0.387636997336915,0.0861410659644406
"ENSG00000162585","FAAP20","mRNA","ENSG00000162585",0.00192688715585108,0.001848859647073,0.246337532746626,-0.0101849863556398,0.001848859647073,1.17489903734351,0.0222882432455709
"ENSG00000157933","SKI","mRNA","ENSG00000157933",-0.00224106147122531,-0.00224127184161106,0.28650227486276,-0.0132530196612433,-0.00224127184161106,1.52881501242928,-0.0445229828758666
"ENSG00000116151","MOrN1","mRNA","ENSG00000116151",-0.00503845118691578,-0.00478162189188013,0.64412678785071,-0.00685613047206689,-0.00478162189188013,0.790895619322303,-0.0605193462932956
"ENSG00000269896","ENSG00000269896","mRNA","ENSG00000269896",-0.0096435985924629,-0.0093502165046761,1.23285905812003,-0.00924729041340525,-0.0093502165046761,1.06673020712783,-0.176288871567573
"ENSG00000157916","rEr1","mRNA","ENSG00000157916",0.00202599019774464,0.00201624964516534,0.259007085685217,0.00505346914807293,0.00201624964516534,0.582947863649158,0.0211727637808004
"ENSG00000157911","PEX10","mRNA","ENSG00000157911",-0.0112336032560363,-0.0109286200284876,1.43612878499063,-0.00825282058160796,-0.0109286200284876,0.952012169494052,-0.198531766948696
"ENSG00000157881","PANK4","mRNA","ENSG00000157881",-0.00911116592834793,-0.00906168888248627,1.16479168404806,-0.00871129561261408,-0.00906168888248627,1.00490000397572,-0.145745012987303
"ENSG00000157873","TNFrSF14","mRNA","ENSG00000157873",0.0119661697553848,0.0116978896830123,1.52978171296535,0.00230531293480411,0.0116978896830123,0.265931622615979,0.20348571912853
"ENSG00000157870","PrXL2B","mRNA","ENSG00000157870",0.00468331462466774,0.00475270571925758,0.598725341135653,-0.0124456346404548,0.00475270571925758,1.43567832568598,0.0700106406492464
"ENSG00000142611","PrDM16","mRNA","ENSG00000142611",0.0116682969151721,0.0116897085234549,1.49170098763205,0.0118209609580267,0.0116897085234549,1.36361848362913,0.245322975571511
"ENSG00000130762","ArHGEF16","mRNA","ENSG00000130762",-0.00151196403332056,-0.00133952811781449,0.193292839406217,0.0219984958971012,-0.00133952811781449,2.53765795554529,-0.0133192220779499
"ENSG00000162591","MEGF6","mRNA","ENSG00000162591",0.012929018460679,0.01284484111455,1.65287442950054,0.00210576488586808,0.01284484111455,0.242912562755493,0.219264194660237
"ENSG00000158109","TPrG1L","mRNA","ENSG00000158109",-0.00255921362416362,-0.00268148560261904,0.327175552566059,-0.00245108062549229,-0.00268148560261904,0.28274679678364,-0.0292473114116341
"ENSG00000116213","WrAP73","mRNA","ENSG00000116213",0.0046804809938831,0.00468606721686534,0.598363083483935,-0.00550770556135272,0.00468606721686534,0.635346748247887,0.0510375284683526
"ENSG00000078900","TP73","mRNA","ENSG00000078900",-0.0115837047827393,-0.011405692847746,1.48088654158107,-0.0134538360528059,-0.011405692847746,1.55198038319082,-0.267225642164989
"ENSG00000227372","TP73-AS1","mRNA","ENSG00000227372",0.00706659762396282,0.00715025403563972,0.903409531956375,0.0116183676338268,0.00715025403563972,1.34024813306966,0.12425592710202
"ENSG00000130764","LrrC47","mRNA","ENSG00000130764",-0.000733377724439928,-0.000689043920933473,0.0937566367917756,-0.00920456937243358,-0.000689043920933473,1.06180207976867,-0.0126721638731997
"ENSG00000272153","ENSG00000272153","mRNA","ENSG00000272153",0.00936075846423905,0.00942179079351286,1.19670014806823,0.0173763202919967,0.00942179079351286,2.00446237930743,0.23900426727273
"ENSG00000116198","CEP104","mRNA","ENSG00000116198",0.00878511823652359,0.00877847721641504,1.12310902312116,0.000706014386195145,0.00877847721641504,0.0814429782944214,0.0861470116579337
"ENSG00000169598","DFFB","mRNA","ENSG00000169598",0.0073346882443441,0.00746623180326039,0.937682832173621,-0.00510992151800595,0.00746623180326039,0.589459981856694,0.0846816351883426
"ENSG00000198912","C1orf174","mRNA","ENSG00000198912",0.00590102517800316,0.00567483722404228,0.754400162257019,-0.00551332702935117,0.00567483722404228,0.635995218173051,0.0652856820648342
"ENSG00000236423","LINC01134","mRNA","ENSG00000236423",-0.000408871736255946,-0.000632029255457725,0.0522710706816831,0.008895086265057,-0.000632029255457725,1.02610135399111,-0.005818390028697
"ENSG00000131697","NPHP4","mRNA","ENSG00000131697",-0.0017359941555705,-0.00186062564838004,0.221933347703964,-0.00858165617405197,-0.00186062564838004,0.989945320066494,-0.0290726902037992
"ENSG00000069424","KCNAB2","mRNA","ENSG00000069424",-0.00941025703053832,-0.00922285078114707,1.2030281546978,-0.00716202432696439,-0.00922285078114707,0.826182303378523,-0.166627054610753
"ENSG00000116254","CHD5","mRNA","ENSG00000116254",0.00330788976405532,0.00310491901844736,0.422887972760033,0.0063545287456125,0.00310491901844736,0.733032862813574,0.0771889056873132
"ENSG00000116251","rPL22","mRNA","ENSG00000116251",0.0104108931553339,0.0104502442750528,1.33095169885075,-0.00134339467897522,0.0104502442750528,0.154968603784765,0.123089527471
"ENSG00000158286","rNF207","mRNA","ENSG00000158286",0.00748789669434892,0.00779457723075999,0.957269340628731,0.0118860674468995,0.00779457723075999,1.37112890616976,0.162958293698876
"ENSG00000116237","ICMT","mRNA","ENSG00000116237",-0.00143684365769467,-0.0014978033467583,0.183689283777913,-0.00687611385656811,-0.0014978033467583,0.79320082213687,-0.0152397967024669
"ENSG00000225077","LINC00337","mRNA","ENSG00000225077",0.0146548394509813,0.0143328962823873,1.87350721716662,-0.00310092893356354,0.0143328962823873,0.357710682341469,0.273396303084366
"ENSG00000158292","GPr153","mRNA","ENSG00000158292",-0.000572094182282996,-0.0006115297027743,0.0731377906248206,-0.0151022350451408,-0.0006115297027743,1.74213305709989,-0.0228649013508004
"ENSG00000097021","ACOT7","mRNA","ENSG00000097021",-0.00551134232973498,-0.00574152177838259,0.704582241625511,-0.00465012874595277,-0.00574152177838259,0.536420138070978,-0.0670427564163329
"ENSG00000069812","HES2","mRNA","ENSG00000069812",0.000960334834771574,0.000820505850310398,0.122771337745401,0.00448841883053404,0.000820505850310398,0.517765933016578,0.0154317962771309
"ENSG00000187017","ESPN","mRNA","ENSG00000187017",0.0149899797351949,0.0147399231600894,1.91635229529509,0.0112408527756834,0.0147399231600894,1.29669953831185,0.44517930979491
"ENSG00000215788","TNFrSF25","mRNA","ENSG00000215788",0.00156575210722083,0.0019940421651328,0.200169226212549,0.010452952552529,0.0019940421651328,1.20581053940865,0.0434793462939096
"ENSG00000171680","PLEKHG5","mRNA","ENSG00000171680",0.00331833889289837,0.00359342524990597,0.424223812594106,0.00974576491429129,0.00359342524990597,1.12423221948026,0.0575101983204434
"ENSG00000162408","NOL9","mRNA","ENSG00000162408",0.00876118807570055,0.00874752456686263,1.12004973822351,-0.00214576977626742,0.00874752456686263,0.247527365915557,0.1091179992058
"ENSG00000204859","ZBTB48","mRNA","ENSG00000204859",0.00914883677945282,0.00932609072213715,1.16960760930319,0.000959838115504756,0.00932609072213715,0.110723062214776,0.116499558061721
"ENSG00000162413","KLHL21","mRNA","ENSG00000162413",-0.0043468976863691,-0.0044159290330306,0.555717052714083,-0.00873590171243229,-0.0044159290330306,1.00773846462552,-0.0577075028138321
"ENSG00000116273","PHF13","mRNA","ENSG00000116273",-0.000137680853673599,-4.59426348637613e-05,0.0176014260603774,-0.00944244356049762,-4.59426348637613e-05,1.08924228879855,-0.00477543483376586
"ENSG00000041988","THAP3","mRNA","ENSG00000041988",0.00566384045862866,0.00544433973913935,0.724077941052473,-0.000248470327353205,0.00544433973913935,0.0286625370149915,0.0561651939899992
"ENSG00000007923","DNAJC11","mRNA","ENSG00000007923",0.00657620227994262,0.00669011303741755,0.840716302231145,-0.00130213655013549,0.00669011303741755,0.150209232081774,0.0629885276760334
"ENSG00000171735","CAMTA1","mRNA","ENSG00000171735",-0.00337195689251972,-0.0031352955712147,0.431078456726963,-0.0118562200031504,-0.0031352955712147,1.36768582517746,-0.0570298196560941
"ENSG00000049245","VAMP3","mRNA","ENSG00000049245",0.00385388573283766,0.00367723963452567,0.492689309818632,-0.00198042089581953,0.00367723963452567,0.228453384500109,0.0347109638613006
"ENSG00000269925","ENSG00000269925","mRNA","ENSG00000269925",-0.00155208248502414,-0.00143076575999601,0.198421671356892,0.0157687072089545,-0.00143076575999601,1.81901460375483,-0.0174473978309937
"ENSG00000049246","PEr3","mRNA","ENSG00000049246",0.00923749284144286,0.00921849786046726,1.18094159713291,0.00526686883964576,0.00921849786046726,0.607564793259426,0.119698375123566
"ENSG00000049249","TNFrSF9","mRNA","ENSG00000049249",-0.00928304967172835,-0.00935611933230566,1.18676568347767,0.00410090279152195,-0.00935611933230566,0.473063642282691,-0.118742923124589
"ENSG00000116288","PArK7","mRNA","ENSG00000116288",-0.00411932346147231,-0.00431885423363465,0.526623458464117,-0.00724645555461937,-0.00431885423363465,0.835921950014243,-0.0555973498602995
"ENSG00000116285","ErrFI1","mRNA","ENSG00000116285",0.00454991471723032,0.0043684696146757,0.581671200748149,-0.00472649245048989,0.0043684696146757,0.545229147706908,0.0443877779483994
"ENSG00000238290","ENSG00000238290","mRNA","ENSG00000238290",-0.0145169765388188,-0.0147735465488426,1.85588251634475,0.00200332655918222,-0.0147735465488426,0.231095689643665,-0.268369447470414
"ENSG00000162426","SLC45A1","mRNA","ENSG00000162426",0.00798327080609423,0.0081126799108648,1.02059906707553,-0.00323031638295484,0.0081126799108648,0.37263629779406,0.133768084026596
"ENSG00000142599","rErE","mRNA","ENSG00000142599",-0.0053133188125053,-0.00522632780825265,0.679266475462431,-0.00616903478426585,-0.00522632780825265,0.711635025937875,-0.0544660515878341
"ENSG00000074800","ENO1","mRNA","ENSG00000074800",0.00397155152908664,0.00373027472998899,0.507731966493479,-0.00671735051936819,0.00373027472998899,0.77488652248753,0.0426882137656968
"ENSG00000180758","GPr157","mRNA","ENSG00000180758",0.0062937381998562,0.00628345552296001,0.804605467008258,0.00185011261576455,0.00628345552296001,0.213421545727964,0.0598331684556204
"ENSG00000228526","MIr34AHG","mRNA","ENSG00000228526",-0.00334448130212576,-0.00341281750132769,0.427565916240171,-0.0030378408520617,-0.00341281750132769,0.350433095152232,-0.0539813821370236
"ENSG00000049239","H6PD","mRNA","ENSG00000049239",-0.00541048310023784,-0.00541306603556119,0.691688173763983,-0.00935778533523554,-0.00541306603556119,1.07947645663241,-0.085376055673466
"ENSG00000171621","SPSB1","mRNA","ENSG00000171621",0.00250949051808072,0.00236136874174739,0.320818840271949,-0.00995306954653562,0.00236136874174739,1.14814604757546,0.0259652196491338
"ENSG00000171612","SLC25A33","mRNA","ENSG00000171612",-0.00875368658155749,-0.00892224668587012,1.11909073055484,-0.00177727160533096,-0.00892224668587012,0.205018899907023,-0.107122919123768
"ENSG00000231181","ENSG00000231181","mRNA","ENSG00000231181",0.0214369468424638,0.0218729730655242,2.74054688607891,0.0212368472113263,0.0218729730655242,2.44979722834702,0.83585949379684
"ENSG00000188807","TMEM201","mRNA","ENSG00000188807",-0.00731941259215741,-0.00710827035598632,0.935729958877777,-0.0135060365901534,-0.00710827035598632,1.55800202710245,-0.153765924249322
"ENSG00000171608","PIK3CD","mRNA","ENSG00000171608",-0.00884032593141898,-0.00870296925461151,1.13016689742784,-0.0073666515640658,-0.00870296925461151,0.849787277944992,-0.133448107576791
"ENSG00000171603","CLSTN1","mRNA","ENSG00000171603",-0.00574330299716633,-0.00580476061792704,0.734236608429395,-0.00620711853257802,-0.00580476061792704,0.716028213878241,-0.0634203732594667
"ENSG00000178585","CTNNBIP1","mRNA","ENSG00000178585",-0.000527525611601406,-0.000716381146172747,0.0674400455823002,-0.00400923558134657,-0.000716381146172747,0.462489281824037,-0.0070530974147669
"ENSG00000162441","LZIC","mRNA","ENSG00000162441",0.0102647499589022,0.0100850295824565,1.31226842810115,0.0031877777816006,0.0100850295824565,0.367729215934952,0.1314370254055
"ENSG00000173614","NMNAT1","mRNA","ENSG00000173614",0.00806338546216076,0.00782430946577832,1.03084110260539,0.00851534180312166,0.00782430946577832,0.982295561112726,0.122020406311771
"ENSG00000130939","UBE4B","mRNA","ENSG00000130939",0.00154475608008949,0.0015770651867124,0.197485047481423,-0.00971573056276825,0.0015770651867124,1.12076757755935,0.0142730322170337
"ENSG00000054523","KIF1B","mRNA","ENSG00000054523",-0.00209169327473681,-0.00199188123800011,0.267406712944637,-0.00450068331456487,-0.00199188123800011,0.519180714536964,-0.0148474969952659
"ENSG00000142657","PGD","mRNA","ENSG00000142657",-0.00938665983792488,-0.00949071787612374,1.20001143719543,-0.00423903714411685,-0.00949071787612374,0.488998265287655,-0.135250809173066
"ENSG00000175279","CENPS","mRNA","ENSG00000175279",-0.0084819765732725,-0.00854695848562128,1.08435471975097,-0.00996539044404799,-0.00854695848562128,1.14956733672804,-0.142931096295066
"ENSG00000160049","DFFA","mRNA","ENSG00000160049",0.00188534706482652,0.00193614749647127,0.241026955268341,0.00559610363404506,0.00193614749647127,0.645543994162875,0.018806423935132
"ENSG00000142655","PEX14","mRNA","ENSG00000142655",-0.000153526609550491,-0.000128047830264705,0.0196271826779178,-0.00982330059743743,-0.000128047830264705,1.13317642385199,-0.00680300846104664
"ENSG00000130940","CASZ1","mRNA","ENSG00000130940",0.00757199480364898,0.00774990891787687,0.968020629665417,0.00991308842733073,0.00774990891787687,1.14353398656472,0.134191015320114
"ENSG00000272078","ENSG00000272078","mRNA","ENSG00000272078",-0.00642551438928038,-0.0062361603899337,0.821452027679407,0.00138438742091552,-0.0062361603899337,0.159697361523067,-0.14928049474967
"ENSG00000120948","TArDBP","mRNA","ENSG00000120948",0.00481101854560473,0.004829003327254,0.615051293960739,0.000425555832550005,0.004829003327254,0.049090408228388,0.0334565677698997
"ENSG00000009724","MASP2","mRNA","ENSG00000009724",-0.00284265797466549,-0.00246177677891319,0.363411707735592,-0.00256102106814015,-0.00246177677891319,0.295429083801194,-0.0330032483761302
"ENSG00000271895","ENSG00000271895","mRNA","ENSG00000271895",0.00379602458060893,0.00436021416598818,0.485292211634329,-0.0113313780543804,0.00436021416598818,1.30714217015076,0.0840532058037997
"ENSG00000116649","SrM","mRNA","ENSG00000116649",-0.00540522270650615,-0.00534685585116403,0.691015673348375,-0.0118580758332694,-0.00534685585116403,1.36789990627134,-0.0982075023550006
"ENSG00000171824","EXOSC10","mRNA","ENSG00000171824",0.00444426886529794,0.00449417994846762,0.568165200445581,-0.00389759188274253,0.00449417994846762,0.449610514053992,0.0359202572912345
"ENSG00000230337","EXOSC10-AS1","mRNA","ENSG00000230337",0.00862421764727626,0.00860614035180855,1.10253913450453,0.00911273720958321,0.00860614035180855,1.05120869103326,0.160973636001807
"ENSG00000198793","MTOr","mRNA","ENSG00000198793",-0.0055472796415865,-0.00541883013667776,0.709176547373084,-0.00153394505845764,-0.00541883013667776,0.176949728707468,-0.0480724786966658
"ENSG00000120942","UBIAD1","mRNA","ENSG00000120942",-0.00391847072494783,-0.00392421302901932,0.500945998623977,-0.00802003049024926,-0.00392421302901932,0.925158441399562,-0.0520769685560012
"ENSG00000116661","FBXO2","mRNA","ENSG00000116661",0.00729472420224911,0.00727341666670273,0.932573740290181,0.0159253358406005,0.00727341666670273,1.83708265236241,0.204155377534953
"ENSG00000132879","FBXO44","mRNA","ENSG00000132879",0.0102324876082842,0.0102707083875658,1.3081439375581,0.00979882323225137,0.0102707083875658,1.13035281351128,0.177038693590904
"ENSG00000116663","FBXO6","mRNA","ENSG00000116663",0.00244068393746818,0.00202399169661688,0.312022454218228,0.00595485618858705,0.00202399169661688,0.686928245084577,0.033136035624147
"ENSG00000116670","MAD2L2","mRNA","ENSG00000116670",0.00205917455013852,0.00210991477148173,0.26324944698265,-0.0087624871786731,0.00210991477148173,1.01080525702003,0.0193763562679017
"ENSG00000162490","DrAXIN","mRNA","ENSG00000162490",0.00653506831722441,0.00643247983966688,0.83545764509737,0.0250031258179956,0.00643247983966688,2.88425997133273,0.236946711326174
"ENSG00000177674","AGTrAP","mRNA","ENSG00000177674",-0.00667897166640278,-0.00691310957664543,0.853854568800417,-0.00482344726915441,-0.00691310957664543,0.556413465401324,-0.0907678069778033
